,Name,Company,Location,Salary,Experience,Type,Field,Posted,Updated,Skill Required,Link
1353,NHÂN VIÊN MARKETING,Công Ty Cổ Phần Barun Vina,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,2 months ago,2 months ago,"Marketing Communications, Project Planning, Social Media Marketing, Digital Marketing, Marketing Campaign",https://glints.com/vn/opportunities/jobs/nhan-vien-marketing/e07b8db7-14de-444e-9d46-7569851bd361
1354,thời gian làm việc tốt,Lotus Group,"Cần Thơ, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,4 months ago,2 months ago,"Chịu Khó, Trung Thực, Nhanh Nhẹn",https://glints.com/vn/opportunities/jobs/thoi-gian-lam-viec-tot/b4f44a61-ef5e-4fb5-a7b9-a5bf3f2fd5ff
1355,Accountant ,Gear Inc.,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Finance,23 days ago,23 days ago,"English Language, Ms Office, Ms Excel",https://glints.com/vn/opportunities/jobs/accountant/893db416-d1b8-4a54-a01e-811cc9ab9819
1356,NHÂN VIÊN KINH DOANH,Công Ty Tnhh Mtv Viễn Thông Phương Nam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,23 days ago,23 days ago,"Persuasive Communication, Microsoft Office, Good Communication Skills",https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh/d1e1bdcd-35e1-4c4f-9f5a-2ad6965ff1a1
1357,Software Developer (Erlang),DEK Technologies,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"English Communication, NetConf, Software Development",https://glints.com/vn/opportunities/jobs/software-developer-erlang/dafc7d53-e3a5-44ec-bbc7-7fea015a10aa
1358,Content Writer,Công ty TNHH Xin Chào Bác Sĩ,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,yesterday,"Content Management, Content Marketing, Content Strategy",https://glints.com/vn/opportunities/jobs/content-writer/e86c0e5c-fbb9-4d2f-90f3-2f5329062e8b
1359,Quản lý Nhãn (Performance),Admicro,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,1 month ago,"Adnetwork, Research, Facebook Ads",https://glints.com/vn/opportunities/jobs/quan-ly-nhan-performance/bf0d525d-f13f-4a33-8395-fd913885b122
1360,"Mobile Dev (Android, IOS , Flutter)",Selex Motors,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,3 months ago,1 month ago,"​MVC/MVP/MVVM, Object-Oriented Programming (OOP), Flutter, Giao Tiếp Tốt, Teamwork, Tiếng Anh, SQLite, iOS Development, GIT/SVN, Tinh Thần Trách Nhiệm, Android, Tư Duy Logic, Core Data",https://glints.com/vn/opportunities/jobs/mobile-dev-android-ios-flutter/ea89bdde-fe11-4b20-b47c-c04134db33af
1361,Senior Ad Operations Executive,AdStart Media Pte. Ltd,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,26 days ago,20 days ago,"Campaign Management, Affiliate Marketing, Digital Campaign, Website Traffic Ads, English, Online Marketing, Social Media Advertising, Web Traffic, website traffic effectiveness tracking, Online Advertising, Advertising Campaigns, Advertising And Promotion, Facebook Advertising, Analytical Skills, Digital Advertising, Traffic Management, Campaign Mangement, Landing Page Optimization, Optimization, Marketing Campaign, Marketing Analytics, Website Traffic Management, Manage Digital Marketing Campaign, Marketing Campaigns, Campaign Planning, Paid Search Optimization, Online Marketing Campaign, Advertising",https://glints.com/vn/opportunities/jobs/senior-ad-operations-executive/1b321ce7-9c61-40ff-95b2-3985bf10c0a5
1362,Sales Admin (Quản Lý DMS),"Orion Food Vina Co,. Ltd","Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,26 days ago,26 days ago,"Sales Admin, Kỹ năng giao tiếp, Quản Lý Công Việc",https://glints.com/vn/opportunities/jobs/sales-admin-quan-ly-dms/8e1657ba-0710-4980-bd32-4c8d54baa96e
1363,Content Marketing,Công Ty Cố Phần Vccorp,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Other,3 months ago,1 month ago,"Social Media, Email Marketing, Content Marketing",https://glints.com/vn/opportunities/jobs/content-marketing/3b6fa4a1-7660-4cf0-9020-b034c0f1a3b1
1364,Chuyên Viên Digital Marketing (Thương Mại Điện Tử),Karofi Holding,"Hà Nội, Vietnam",,,Việc làm fulltime,Marketing,1 month ago,1 month ago,"Digital Marketing, phân tích số liệu., Ms Office",https://glints.com/vn/opportunities/jobs/chuyen-vien-digital-marketing-thuong-mai-dien-tu/6f766517-eaab-450f-b812-27f014684e67
1365,Full Stack Developer,JoyfulPerson Pte. Ltd.,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Engineering,29 days ago,29 days ago,"Python (Programming Language), Full Stack Developer, feature development, Backend, Bug Fixing, Fluent In English Both Oral And Written, Front End, Next.js",https://glints.com/vn/opportunities/jobs/full-stack-developer/a9961bc0-9b58-4fc4-a2f6-19f2cf8c0110
1366,Chuyên viên phân tích chứng khoán ,Pinetree Securities Corporation,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Finance,8 days ago,8 days ago,"Equity Valuation, Financial Reporting, Financial Accounting, Stock Analysis, Equity Research",https://glints.com/vn/opportunities/jobs/chuyen-vien-phan-tich-chung-khoan/fd290279-9a90-4cfc-8e96-3313bd885919
1367,"Mobile Developer (iOS, Android, or Flutter)",Linagora,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,4 months ago,yesterday,"Mobile Development, Fluent In English Both Oral And Written, Fllutter",https://glints.com/vn/opportunities/jobs/mobile-developer-ios-android-or-flutter/9f1dff62-50bf-467d-a10c-9b29973d1664
1368,Account Development Specialist – Vietnam - HCMC,"Agoda Services Co., Ltd","Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,13 days ago,"English & Vietnamese, Business Development, Sales",https://glints.com/vn/opportunities/jobs/account-development-specialist-vietnam-hcmc/660ec792-1524-43f1-9f13-59bf50f87190
1369,"Operations Manager, Hai Phong",Lalamove Vietnam,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Operations,2 months ago,1 month ago,"Operations Management, Good Communication Skills, Data Analysis",https://glints.com/vn/opportunities/jobs/operations-manager-hai-phong/b21af4b6-ac90-4e04-8a32-ded77f55581c
1370,"Chuyên Viên Marketing (Marketing Specialist, Retention)",Finhay,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,2 months ago,1 month ago,"Tốt Nghiệp Đại Học, Growth Hacking, Khả Năng Phân Tích",https://glints.com/vn/opportunities/jobs/chuyen-vien-marketing-marketing-specialist-retention/26cf7c7b-f128-4edb-a337-1a6abef8f648
1371,Chuyên Viên Digital Marketing,Board Game Việt Nam,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Marketing,2 months ago,26 days ago,"Phân Tích, Tiếng Anh, Truyền Thông Quảng Cáo, Tư Duy Nhạy Bén, Chịu Được Áp Lực, Coding Skills, Phân tích thị trường",https://glints.com/vn/opportunities/jobs/chuyen-vien-digital-marketing/36e15598-c0e4-4641-a475-2c4e0e45b6a5
1372,Cộng Tác Viên Kinh Doanh Online - Nhơn Mỹ,Tnhh Mtv Nhơn Mỹ,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm part time,Business Development / Sales,2 months ago,2 months ago,"Hardworking, Sales, Flexibility/adaptability",https://glints.com/vn/opportunities/jobs/cong-tac-vien-kinh-doanh-online-nhon-my/54f1907a-c4cb-4d9a-94c6-51a02442d518
1373,Senior Talent Acquisition,Creatory,"Quận 4, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Human Resource,3 months ago,1 month ago,"Recruitment & Selection, Talent Acquisition, Recruitment, Good Communication Skills, Recruiting, Headhunting",https://glints.com/vn/opportunities/jobs/senior-talent-acquisition/94a63740-2366-456c-9787-265ffcc4074e
1374,Campaign Manager,Buymed,"Quận 1, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Operations,5 days ago,yesterday,"Campaign Management, Digital & eCommerce Marketing, Project Management, Business Intelligence",https://glints.com/vn/opportunities/jobs/campaign-manager/a3d60082-fd1e-4473-8638-0eea2ab57e5c
1375,Game Design,Trip On Me VN,"Quận Phú Nhuận, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Design,4 months ago,1 month ago,"Love Playing Games, English Language, Game Design",https://glints.com/vn/opportunities/jobs/game-design/15e73e67-0d7f-44af-a451-bc8ce2121b82
1376,Senior Java Engineer (Sign-on bonus),Money Forward Vietnam,"Quận 4, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,4 months ago,2 months ago,"Spring Framework, Java, Spring Boot",https://glints.com/vn/opportunities/jobs/senior-java-engineer-sign-on-bonus/2de8f601-4fb5-4159-bd98-62cc2036374c
1377,Accountant Executive,Creatory,"Quận 4, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Finance,27 days ago,27 days ago,"accounting documents, General Accounting, Payments, Tax Accounting, Account Reconciliation, manage outstanding payment",https://glints.com/vn/opportunities/jobs/accountant-executive/a2945766-9afe-401e-aaf1-3cdcafb0a5e3
1378,Social Account Director ,Publicis Groupe Vietnam,"Quận 4, Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Media & Communications,2 months ago,2 months ago,"Account Management, Good Communication Skills, Client Management",https://glints.com/vn/opportunities/jobs/social-account-director/01c47c6a-22b6-4cd8-9061-3817f31f5ac1
1379,Chief Operating Officer,Galaxy FinX,"Ho Chi Minh City, Vietnam",,Hơn 10 năm kinh nghiệm,Việc làm fulltime,Management,2 months ago,2 months ago,"Six Sigma, Startup Mindset, Technology, Safety Management Systems, Operational Excellence, Core Banking",https://glints.com/vn/opportunities/jobs/chief-operating-officer/628b5703-b4d7-4116-bf92-4e37d66e8b87
1380,NHÂN VIÊN KINH DOANH DỰ ÁN,Công ty TNHH Công Nghiệp Nghệ Năng,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Kỹ năng giao tiếp, Kỹ Năng Xử Lý Tình Huống, Phân tích thị trường",https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh-du-an/f8d92f74-3a79-456b-ba96-b1c8149b79fd
1381,Business Development Executive (Inbound Sales),PMAX,"Quận 1, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,yesterday,yesterday,"Negotiation Skill, Project Management, Account Executive, Strong Business Acumen, Client Leadership, Good Problem Solving Skills",https://glints.com/vn/opportunities/jobs/business-development-executive-inbound-sales/9ec21b3c-394a-449a-947d-c74c28e9b23e
1382,General Accountant- Kế Toán Tổng Hợp,Ecotruck,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Finance,1 month ago,25 days ago,"Problem Solving And Time Management, Logistics/supply Chain, Corporate Law, Ms Office, Good Communication Skills, Logistics Management",https://glints.com/vn/opportunities/jobs/general-accountant-ke-toan-tong-hop/45c2fffb-cd5c-469c-9da8-caed66c5103c
1383,BEVERAGE SALES MANAGER,GOODFOOD,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,1 month ago,"Sales Manager, Technical Sales, Technical Support, Bartending, fluent in english, Bartender and Barista, Technical Sales Manager",https://glints.com/vn/opportunities/jobs/beverage-sales-manager/6dc7bc4b-72c6-4e97-8a38-a7df0680bb4e
1384,Chuyên Viên Tư Vấn Tuyển Sinh ,Công ty Cổ Phần Markus Việt Nam ,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Consulting,2 months ago,2 months ago,"Marketing Communications, Good Communication Skills, Consulting",https://glints.com/vn/opportunities/jobs/chuyen-vien-tu-van-tuyen-sinh/0ba2eed9-d77a-4612-b55f-28947ab459f2
1385,Thủ Kho Làm Việc Tại Hà Nội,Công ty TNHH Thương mại và đầu tư xuất nhập khẩu Việt Nam,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Operations,1 month ago,1 month ago,"Phần Mềm Kế Toán, Kỹ năng giao tiếp, Làm việc độc lập và nhóm",https://glints.com/vn/opportunities/jobs/thu-kho-lam-viec-tai-ha-noi/0127c74e-708e-428e-9de7-b24c7aaa1e67
1386,Business Development Specialist – Vietnam - HCMC,"Agoda Services Co., Ltd","Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,13 days ago,"English & Vietnamese, Business Development, Sales",https://glints.com/vn/opportunities/jobs/business-development-specialist-vietnam-hcmc/79d62a35-d794-4aa1-88da-87b0f7e68486
1387,Thực Tập Sinh Kinh Doanh (Agency) (Hybrid Working),CÔNG TY TNHH TRUYỀN THÔNG MACOM VIỆT NAM ,"Hà Nội, Vietnam",,,Thực Tập,Business Development / Sales,9 days ago,2 days ago,"Digital Marketing, English, Sales, Sales Marketing",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-kinh-doanh-agency-hybrid-working/4a9d437a-19b0-4f76-985d-af1f5cbbb6e5
1388,SEO Content Marketing Intern,Homebase Vietnam,"Quận 1, Ho Chi Minh City, Vietnam",,,Thực Tập,Marketing,5 days ago,3 days ago,"Seo Keyword Optimazation, SEO, Fluent In English Both Oral And Written, Seo Content Writing",https://glints.com/vn/opportunities/jobs/seo-content-marketing-intern/85434a00-6763-40f5-a05d-9c71363ca660
1389,TRADE MARKETING EXECUTIVE,Công ty Cổ Phần Quốc Tế Minh Việt,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,2 months ago,1 month ago,"Marketing Communications, Retail Trade Marketing, Digital Marketing, Good Communication Skills, Strategic Planning",https://glints.com/vn/opportunities/jobs/trade-marketing-executive/67527b42-9ae3-4157-b150-f4343ffefbd5
1390,Media Planning Executive,Store,"Quận 1, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,2 months ago,2 months ago,"Digital Marketing, Nielsen, Analytical Skills, Strategic Thinking, Comscore, Fluent In English Both Oral And Written, Good Communication Skills, Presentation Skills, Strategic Planning",https://glints.com/vn/opportunities/jobs/media-planning-executive/50c9cd56-f798-47f5-8e63-4cb2b8f1cef8
1391,Nhân Viên Kinh Doanh FMCG,Công Ty Cổ Phần Lozi Việt Nam,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Customer Service, Sales, B2b Sales",https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh-fmcg/038ae7d0-d398-481c-8322-7702b8d225a1
1392,Game Operation,Athena Studio,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Management,2 months ago,1 month ago,"Operations Management, Good Communication Skills, Corporate Social Responsibility",https://glints.com/vn/opportunities/jobs/game-operation/cca53a1f-8769-4e67-bd46-0cbae4da6f32
1393,Marketing Specialist Senior,Công ty TNHH Phúc Giang,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,10 days ago,7 days ago,"Project Management, Diploma, Good Communication Skills",https://glints.com/vn/opportunities/jobs/marketing-specialist-senior/5d8e90a6-8e10-40a7-94d7-0d3b61f6c07a
1394,Brand Marketing Intern (Social Media) - Nutrition - Abbott Internship Program 2022,Abbott,"Ho Chi Minh City, Vietnam",,,Thực Tập,Marketing,5 months ago,2 days ago,"Brand Management, Corporate Branding, Social Media Marketing, Social Media Management, Brand Marketing, Manage Digital Marketing Campaign",https://glints.com/vn/opportunities/jobs/brand-marketing-intern-social-media-nutrition-abbott-internship-program-2022/f657dad6-95ec-4ad8-a0ba-ea9e4346b679
1395,Accountant Executive,Creatory,"Quận 4, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Finance,2 months ago,2 months ago,"English, Accounting, Tax Accounting, Financial Accounting, Expense Accounts > Processing Expenses",https://glints.com/vn/opportunities/jobs/accountant-executive/d737dc38-6435-417b-96fc-dd9e54aea4e8
1396,Nhân Viên Tín Dụng Bảo Hiểm (Ô Tô - Thủ Đức),Công Ty Cổ Phần Hyundai Miền Nam,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Finance,28 days ago,12 days ago,"Teamwork, Communication, Microsoft Office",https://glints.com/vn/opportunities/jobs/nhan-vien-tin-dung-bao-hiem-o-to-thu-duc/ef85d3f5-48d0-42f2-b668-7a8960f3c202
1397,Frontend Developer,Fetch Technology,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,25 days ago,11 hours ago,"Interpersonal Skills, ReactJS, Good Communication Skills",https://glints.com/vn/opportunities/jobs/frontend-developer/30c5a70c-b483-4fce-a467-54ca981aff9a
1398,Frontend Developer,Fetch Technology,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,25 days ago,11 hours ago,"Interpersonal Skills, nodejs, Good Communication Skills",https://glints.com/vn/opportunities/jobs/frontend-developer/330a4111-1232-4c71-a38c-46218a937a62
1399,Online Marketing Assistant Manager,"Misumi Vietnam Co., Ltd","Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,2 months ago,2 months ago,"Social Media Marketing, Digital Marketing, Social Media Advertising, Marketing Campaign, Manage Digital Marketing Campaign",https://glints.com/vn/opportunities/jobs/online-marketing-assistant-manager/b2b4087c-b506-4166-b6af-27f9db756a1d
1400,Business Analyst (Crypto project),Fetch Technology,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,26 days ago,23 days ago,"Business Analyst, Problem-solving Skills, Good English skills",https://glints.com/vn/opportunities/jobs/business-analyst-crypto-project/c0773215-b1e2-4d19-876f-656471d28700
1401,Nhân viên Kế toán Thuế,Fado.vn,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Other,2 months ago,23 days ago,"Accountant, Tax Accounting, Ms Excel",https://glints.com/vn/opportunities/jobs/nhan-vien-ke-toan-thue/10ce3fec-284e-43b5-9326-f38290c591a7
1402,Operation Admin,Gene Solutions,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Operations,3 months ago,3 days ago,"Chăm Sóc Sức Khỏe, Giao Tiếp Tốt, Tinh Thần Trách Nhiệm",https://glints.com/vn/opportunities/jobs/operation-admin/35340caa-82d0-43f8-8302-ce2ce50bea6e
1403,Chuyên Viên Sản Phẩm (Lĩnh Vực Y Tế - Consumables),VMED Group,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Product Management,3 months ago,1 month ago,"Sắp xếp và lập kế hoạch, Làm việc độc lập và nhóm, thuyết phục và đàm phán",https://glints.com/vn/opportunities/jobs/chuyen-vien-san-pham-linh-vuc-y-te-consumables/aefeffdd-9226-4686-9990-82b4db6bc456
1404,Product Manager,Fado.vn,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Other,2 months ago,2 months ago,"Product Management, Project Manager, Product Design",https://glints.com/vn/opportunities/jobs/product-manager/07235bd8-9886-4185-a8e7-dc870742b2d5
1405,Accounting Intern,Homebase Vietnam,"Quận 1, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Thực Tập,Finance,27 days ago,25 days ago,"Honesty, Accounting, Integrity",https://glints.com/vn/opportunities/jobs/accounting-intern/9508828c-d33a-4132-803b-ee4fcfcd1c4f
1406,Marketing Operations Executive,TAPTAP,"Quận 1, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,29 days ago,6 days ago,"Good Communication Skills, Marketing Campaign, Campaign Planning, Online Marketing Operation, Partnerships",https://glints.com/vn/opportunities/jobs/marketing-operations-executive/163aeab1-36ed-4e84-9900-498bbe855a47
1407,Inside Sales (Hanoi),HTech Resources Company Limited,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Information Technology, Inside Sales Representative, Inside Sales",https://glints.com/vn/opportunities/jobs/inside-sales-hanoi/5af7c680-9187-410d-ab60-cbe0e5334189
1408,Inside Sales (Ho Chi Minh),HTech Resources Company Limited,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Cybersecurity, Information Technology, Inside Sales Representative, Inside Sales",https://glints.com/vn/opportunities/jobs/inside-sales-ho-chi-minh/50bc6c22-159d-40e4-87b6-db0be004bd61
1409,NHÂN VIÊN SALE KÊNH MT KHU VỰC HỒ CHÍ  MINH,King Car Vietnam,"Quận 7, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,1 month ago,"Kỹ Năng Đàm Phán, Kỹ năng làm việc nhóm, Kỹ năng giao tiếp tốt",https://glints.com/vn/opportunities/jobs/nhan-vien-sale-kenh-mt-khu-vuc-ho-chi-minh/0d8ec4a8-15fc-4dfa-8bcf-8fff59918b88
1410,Nhân viên Kế toán Thuế,Fado.vn,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Other,2 months ago,2 months ago,"Finance Accounting, Accounting, Tax Accounting",https://glints.com/vn/opportunities/jobs/nhan-vien-ke-toan-thue/3aed5b44-5878-4417-9031-037307361015
1411,Database Administrator (SQL Server),Ekino Vietnam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,6 months ago,6 days ago,"Database performance tuning, Sql Server Management, Windows Server Administration, High Availability, Database Administration",https://glints.com/vn/opportunities/jobs/database-administrator-sql-server/3691e627-e1a0-4d79-b5bd-6814f8770401
1412,Mid/Senior NFT Game Designer (Games),Storica,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,7 months ago,7 months ago,,https://glints.com/vn/opportunities/jobs/mid-senior-nft-game-designer-games/0ff22a82-b2b7-433a-83a9-01d02c3272d1
1413,Junior QA Engineer,Công Ty Cổ Phần Zumstart,"Quận 1, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,1 month ago,1 month ago,"English, Creative Thinking, DevOps",https://glints.com/vn/opportunities/jobs/junior-qa-engineer/f7ac4111-4030-47f7-9df2-4a57fe6cb322
1414,Social Account Manager ,Publicis Groupe Vietnam,"Quận 4, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Media & Communications,2 months ago,2 months ago,"Social Media Marketing, Management, Account Management, Good Communication Skills, Client Management",https://glints.com/vn/opportunities/jobs/social-account-manager/4c80379b-21df-490a-acd5-013d4a5cab5c
1415,SENIOR MARKETING EXECUTIVE,Bss Group,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,2 months ago,30 days ago,"paid ads, Email Marketing, Content Marketing, Partnerships",https://glints.com/vn/opportunities/jobs/senior-marketing-executive/013e0419-7754-48a5-9ad0-c56308ce3eec
1416,Product Manager,Fado.vn,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Software Engineering,13 days ago,13 days ago,"UI/UX Design, Google Analytics, Balsamiq",https://glints.com/vn/opportunities/jobs/product-manager/67316419-0e4c-4358-9ee9-4330574a6edc
1417,SOFTWARE DEVELOPER INTERNSHIP PROGRAM,WEALLNET,"Quận 1, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Software Engineering,5 months ago,2 days ago,"Object-Oriented Programming (OOP), Good Interpersonal Skills, Basic Javascript, Good Attitude, Flutter / Dart, Troubleshooting, Microsoft .NET Technology",https://glints.com/vn/opportunities/jobs/software-developer-internship-program/ff3fd9f3-7a69-4d26-a642-3c00edce52bb
1418,THỰC TẬP SINH (LẬP TRÌNH MOBILE - ANDROID),FPT Telecom,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Other,1 month ago,1 month ago,"tim hieu cong nghe moi, Java, yeu cau tu cap tren",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-lap-trinh-mobile-android/a8593219-95d1-4338-a507-85dcc7387543
1419,Onboarding Analyst (Customer Service Executive),Innovature Consulting Inc.,"Quận 4, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Consulting,1 month ago,28 days ago,"Customer Service, Communication Skills, Excellent Interpersonal Skills",https://glints.com/vn/opportunities/jobs/onboarding-analyst-customer-service-executive/b4aa3f1a-9d28-4ae1-9a41-4f9fc0f90f8c
1420,GRAPHIC DESIGNER INTERN,MEKONG COMMUNICATIONS ,"Quận 3, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Design,2 months ago,yesterday,"InDesign, Basic Graphic Design, Graphic Design, Analytical Skills, Crative, Illustrator, Adobe Photoshop",https://glints.com/vn/opportunities/jobs/graphic-designer-intern/6934c071-3628-4a47-8ac4-ed4fd09a30a1
1421,Chef de Cuisine,The Lab Concept,"Quận 3, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Other,8 days ago,8 days ago,"English, Creative, Chef Experience",https://glints.com/vn/opportunities/jobs/chef-de-cuisine/8eacc97d-5f5e-4895-b269-89a662f373c0
1422,[HCM] Marketing Executive,Công Ty Tnhh Huge-fam,"Quận 1, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,13 days ago,12 days ago,"Project Planning, Social Media Marketing, Digital Marketing",https://glints.com/vn/opportunities/jobs/hcm-marketing-executive/07747680-439a-4ff2-a22e-a46fbae7374f
1423,Demand Planning Supervisor,GOODFOOD,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Other,23 days ago,22 days ago,"Planning, Logistics/supply Chain, Purchasing, Demand Planning",https://glints.com/vn/opportunities/jobs/demand-planning-supervisor/3386d91f-cd70-4d35-807a-37c0b1ef3b8b
1424,SENIOR JAVA DEVELOPER,Ascend Technology,"Hà Nội, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Software Engineering,2 months ago,2 months ago,"Java, API, Spring Boot",https://glints.com/vn/opportunities/jobs/senior-java-developer/587d1733-58b6-412d-9d58-a0a586c4ea36
1425,DIGITAL MARKETING SUPERVISOR,Bipo Service (Viet Nam) Co. Ltd,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,1 month ago,"Digital Illustration, Digital Campaign, Digital Marketing, Digital And Ecommerce, Digital Advertising",https://glints.com/vn/opportunities/jobs/digital-marketing-supervisor/b20a45b6-406b-42ff-b825-28084090579d
